PLAYER;TEAM;AGE;HEIGHT;MINUTES;PAINT_FGM;PAINT_FGA;PAINT_FG%;MR_FGM;MR_FGA;MR_FG%;3_FGM;3_FGA;3_FG%;FTM;FTA;FT%;PPG;OREB;DREB;AST;TOV;STL;BLK;DRIVES;POSTUPS;CATCH_SHOOT;USG%;PIE
Aaron Gordon;ORL;24;6'8;32.5;3.7;6.3;0.587;0.5;2.2;25;1.2;3.7;31.8;0.6;0.9;66.1;14.4;1.7;5.9;3.7;1.6;0.8;0.6;4.8;3.2;2.6;20.5;10.4
Aaron Holiday;IND;23;6'0;24.5;1.8;3.8;0.474;0.5;1.4;34;1.4;3.5;41.575;0.4;0.5;87.5;9.5;0.3;2;3.4;1.3;0.8;0.2;7.6;0;2;18.2;7.8
Abdel Nader;OKC;26;6'5;15.8;1.3;2.2;0.591;0.1;0.3;37.5;0.9;2.5;39.675;0.4;0.5;80.8;6.3;0.3;1.6;0.7;0.8;0.4;0.4;3;0;2.2;16.4;7.2
Adam Mokoka;CHI;21;6'5;10.2;0.5;1.1;0.455;0;0.1;0;0.7;1.7;40.2;0;0;0;2.9;0.6;0.3;0.4;0.2;0.4;0;1.1;0;1.4;11;2.3
Admiral Schofield;WAS;23;6'5;11.2;0.4;0.8;0.5;0.1;0.2;66.7;0.8;2.4;34.45;0;0.1;50;3;0.2;1.2;0.5;0.2;0.2;0.1;0.4;0.2;1.7;11.8;3.5
Al Horford;PHI;34;6'9;30.2;2.2;4.1;0.537;1;2.3;44.6;1.5;4.3;31.6;0.1;0.1;70;11.9;1.5;5.3;4;1.2;0.8;0.9;1.4;4.3;4;17.3;11.2
Al-Farouq Aminu;ORL;29;6'8;21.1;0.8;2.5;0.32;0.1;0.3;33.3;0.5;1.9;28.225;0.1;0.1;50;4.3;1.3;3.5;1.2;0.9;1;0.4;2.3;1;1.8;12.7;6.3
Alec Burks;PHI;28;6'6;26.6;2.2;4.9;0.449;0.9;2.2;41.3;1.8;4.6;41.75;1.6;1.8;89.9;15;0.7;3.5;2.9;1.4;0.9;0.3;6.6;0.4;2;23;11.9
Alen Smailagic;GSW;19;6'10;9.9;1.1;1.6;0.688;0.1;0.3;25;0.2;1.1;25;0.4;0.4;83.3;4.2;0.7;1.2;0.9;0.8;0.2;0.3;1.6;1.3;0.9;17.5;8.9
Alex Caruso;LAL;26;6'5;18.4;1.1;2.2;0.5;0.1;0.5;22.6;0.6;2;32.8;0.4;0.5;75;5.5;0.3;1.7;1.9;0.8;1.1;0.3;3.2;0;1.4;13.6;7.2
Alex Len;SAC;27;7'0;17.6;2.9;4.6;0.63;0;0.1;14.3;0.3;1.2;30.55;0;0;50;8;1.8;4;0.9;1;0.4;0.9;0.4;0.8;1;17.6;11.8
Alfonzo McKinnie;CLE;27;6'7;14.8;1.4;2.3;0.609;0.1;0.4;31.3;0.5;1.8;21.975;0.1;0.1;50;4.6;0.9;1.9;0.4;0.7;0.6;0.2;1.5;0.1;1.5;14.7;4.7
Alize Johnson;IND;24;6'7;6.9;0.6;1.2;0.5;0;0.1;0;0.3;0.8;33.325;0.1;0.1;50;2;0.9;1.9;0.4;0.4;0.2;0.1;0.9;0.1;0.5;13.3;9.8
Allen Crabbe;MIN;28;6'5;17.6;0.5;1;0.5;0.2;0.6;40.9;1;3.3;33.8;0.1;0.1;100;4.6;0.3;1.8;0.9;0.5;0.4;0.1;1.6;0;2.9;12.2;4.3
Allonzo Trier;NYK;24;6'4;12.1;0.7;1.3;0.538;0.6;0.9;68.2;0.9;2.4;36.15;0.2;0.3;66.7;6.5;0.3;1;1.2;0.9;0.1;0.2;3.1;0;1.1;20.8;9.2
Amile Jefferson;ORL;27;6'9;4.1;0.4;1;0.4;0;0.1;0;0;0;0;0.1;0.2;25;0.8;0.6;0.7;0.2;0.2;0.1;0.2;0.2;0.2;0;12.9;5.1
Amir Coffey;LAC;23;6'7;8.8;1;1.8;0.556;0.2;0.5;37.5;0.5;1.4;37.525;0.1;0.1;50;3.2;0.2;0.7;0.8;0.4;0.3;0.1;1.8;0;0.8;17.4;4.7
Andre Drummond;CLE;26;6'10;33;7.1;12.8;0.555;0.1;0.3;27.8;0;0.6;20.4;0.3;0.6;53.1;17.7;4.4;10.8;2.7;3.6;1.9;1.6;3.5;4.7;0.5;25.3;15.3
Andre Iguodala;MIA;36;6'6;19.9;0.9;1.4;0.643;0.2;0.6;41.7;0.6;2.2;28.15;0;0;0;4.6;0.8;2.9;2.4;1.2;0.7;1;1.1;0.7;1.9;12.1;7.4
Andre Roberson;OKC;28;6'7;12.4;0.7;2.1;0.333;0;0;0;0.4;2.1;16.65;0;0;0;2.9;1;2.9;0.6;0.3;0.1;0.4;0.9;0.1;1.6;14.5;5.3
Andrew Wiggins;GSW;25;6'7;34.4;5.2;9.4;0.553;0.9;2.5;33.8;2.1;6.2;31.775;1.7;2.2;78.8;21.8;1.2;3.9;3.7;2.4;0.8;1;14.1;1;3.6;26.9;10.4
Anfernee Simons;POR;21;6'3;20.7;1.3;2.9;0.448;0.6;1.5;42.1;1.2;3.3;33.05;0.6;0.7;84;8.3;0.4;1.8;1.4;0.9;0.4;0.1;3.7;0;2;18;5.5
Ante Zizic;CLE;23;6'10;10;1.7;3;0.567;0.2;0.3;57.1;0;0;0;0;0;0;4.4;0.8;2.2;0.3;0.5;0.3;0.2;0;1.2;0;16.8;10.1
Anthony Davis;LAL;27;6'10;34.4;6.3;10.1;0.624;1.4;4.1;34.9;1.2;3.5;35.475;1.1;1.3;88.5;26.1;2.3;7;3.2;2.5;1.5;2.3;3.6;8.8;3.1;28.4;17.9
Anthony Tolliver;MEM;35;6'8;15.9;0.3;0.5;0.6;0.1;0.1;57.1;1;2.7;37.6;0.1;0.1;66.7;3.6;0.6;2.2;0.8;0.6;0.3;0.2;0.4;0.1;2.5;10.8;4.9
Antonius Cleveland;DAL;26;6'5;4.2;0.4;1;0.4;0;0.1;0;0;0.4;0;0.1;0.2;50;1;0.2;0.5;0.1;0.2;0.1;0.3;0.7;0;0.3;15.9;-0.8
Anzejs Pasecniks;WAS;24;7'2;16.2;2.4;3.9;0.615;0;0.5;8.3;0;0.1;0;0.1;0.1;100;5.8;1.6;2.4;0.7;0.9;0.3;0.4;0.2;0.4;0.1;15.1;5.7
Aron Baynes;PHX;33;6'10;22.2;2.9;4.7;0.617;0.1;0.4;29.4;1.4;4;31.35;0.1;0.1;75;11.5;1.7;4;1.6;1.2;0.2;0.5;0.5;1.2;3.9;20.5;9.4
Austin Rivers;HOU;27;6'3;23.4;1.6;3.2;0.5;0;0.1;37.5;1.4;4;38.525;0.6;0.8;76.8;8.8;0.4;2.2;1.7;0.7;0.7;0.1;5.3;0;2.4;15.3;6.3
Avery Bradley;LAL;29;6'3;24.2;1.3;2.3;0.565;0.9;2;44;1.3;3.5;35.975;0.1;0.1;66.7;8.6;0.4;2;1.3;1;0.9;0.1;1.8;0;3.1;15.3;5.5
BJ Johnson;ORL;24;6'7;8.3;0.4;1.2;0.333;0.2;1.2;16.7;0.4;1.4;41.65;0.2;0.2;100;3;0.3;1.2;0.3;0.6;0.3;0;0.8;0;0.8;20.1;5.7
Bam Adebayo;MIA;22;6'9;33.6;5.8;9.4;0.617;0.3;1.3;22.3;0;0.3;16.25;0.6;1;67.6;15.9;2.4;7.8;5.1;2.8;1.1;1.3;4.4;3.2;0.1;21.2;14.7
Ben McLemore;HOU;27;6'3;22.8;0.8;1.3;0.615;0;0;100;2.5;6.4;41.5;0.1;0.2;58.3;10.1;0.3;1.9;0.8;0.7;0.6;0.2;1.1;0;5.5;15.7;6.6
Ben Simmons;PHI;23;6'10;35.4;6.5;11;0.591;0.1;0.3;25;0;0;37.5;0.9;1.5;59.3;16.4;2;5.8;8;3.5;2.1;0.6;11.9;3.6;0.1;20.6;14.2
Bismack Biyombo;CHA;27;6'8;19.4;2.8;5;0.56;0;0.2;18.2;0;0;0;0;0;0;7.4;2.3;3.5;0.9;0.9;0.2;0.9;0;0.6;0;16.8;9.7
Blake Griffin;DET;31;6'9;28.5;3.2;6.9;0.464;0.2;0.8;20;1.6;6.2;20.7;1.4;1.9;75;15.5;0.9;3.7;3.3;2.2;0.4;0.4;6.2;4.1;2.1;27.7;8.4
Boban Marjanovic;DAL;31;7'4;9.6;2.6;4.1;0.634;0.2;0.7;35.7;0.1;0.4;34.4;0;0;0;6.6;1.5;3;0.5;0.7;0.2;0.2;0;2.2;0.3;25.8;15.9
Bobby Portis;NYK;25;6'10;21.1;2.3;4.1;0.561;0.8;2;38.6;1.1;2.9;36.3;0.2;0.3;77.8;10.1;1.2;3.9;1.5;1.1;0.5;0.3;1.7;3;2.7;20.7;10.8
Bogdan Bogdanovic;SAC;27;6'6;28.9;2.1;3.7;0.568;0.8;1.7;49.5;2.8;7.2;36.65;0.4;0.5;70;15.1;0.4;3;3.4;1.7;1;0.2;6.7;0.3;5;22.1;10.2
Bojan Bogdanovic;UTA;31;6'8;33.1;3.3;6.5;0.508;0.3;1.1;27.9;3;7.2;42.8;1;1.1;87.5;20.2;0.6;3.5;2.1;2.5;0.5;0.1;9.1;1;5;25.2;10.5
Bol Bol;DEN;20;7'2;12.4;1.7;2.3;0.739;0;0.9;0;0.7;1.4;33.35;0.3;0.3;100;5.7;0.7;2;0.9;1.4;0.3;0.9;0.9;0.4;1.1;20.6;8.2
Brad Wanamaker;BOS;30;6'3;19.3;1.5;2.9;0.517;0.3;0.7;37.7;0.5;1.4;50.55;0.8;0.9;92.2;6.9;0.3;1.7;2.5;1.1;0.9;0.2;3.9;0;0.8;15.2;8.6
Bradley Beal;WAS;27;6'3;36;5.4;9.7;0.557;2;4.8;41.3;2.9;8.5;32.625;3.2;3.7;86.2;30.5;0.9;3.3;6.1;3.4;1.2;0.4;16.1;0.5;4.4;33.8;14.3
Brandon Clarke;MEM;23;6'8;22.4;4.5;6.6;0.682;0.2;0.6;32.4;0.4;1.1;36.15;0.2;0.2;100;12.1;1.6;4.4;1.4;0.9;0.6;0.8;1.5;0.5;1.1;18;13.9
Brandon Goodwin;ATL;24;6'0;12.7;1.3;2.5;0.52;0.2;0.6;38.9;0.8;2.7;24.8;0.1;0.1;100;6.1;0.3;1.8;1.5;0.9;0.4;0.1;4.4;0;1.7;22;9.4
Brandon Ingram;NOP;22;6'7;33.9;4.1;7.6;0.539;1.7;3.9;43.2;2.4;6.2;40.375;1.9;2.3;84.2;23.8;0.8;5.3;4.2;3;1;0.6;12.7;1.2;4.8;27.5;13
Brandon Knight;DET;28;6'2;18.5;0.5;1.2;0.417;0.1;0.2;33.3;1.8;5.3;33.9;0.1;0.2;60;7.3;0.2;1.5;2.8;1.5;0.4;0.1;4.8;0;2.4;20.7;5.2
Brian Bowen II;IND;21;6'6;5.2;0.5;1;0.5;0;0.4;0;0;0.7;0;0;0;0;1;0.2;1;0;0.2;0;0.2;0.2;0.2;0.3;14.3;1.8
Brook Lopez;MIL;32;7'0;26.7;2.5;4.5;0.556;0.4;0.7;53.3;1.5;4.7;31.475;0.4;0.4;83.3;12;0.9;3.7;1.5;1;0.7;2.4;1.3;2.8;4.5;18.1;8.8
Bruce Brown;DET;23;6'4;28.2;2.8;5.8;0.483;0.1;0.2;30.8;0.6;1.7;31.875;0.7;0.9;82;8.9;1.1;3.7;4;1.7;1.1;0.5;8.5;0.1;1.5;15.9;8.3
Bruno Caboclo;HOU;24;6'9;8.1;1;1.7;0.588;0.1;0.2;50;0.3;1.4;16.125;0.1;0.1;100;3;0.8;1.2;0.4;0.4;0.5;0.6;0.6;0.2;1;17;8.1
Bruno Fernando;ATL;21;6'9;12.7;1.7;2.8;0.607;0.1;0.1;42.9;0.1;0.7;11.6;0;0;100;4.3;1.2;2.3;0.9;0.8;0.3;0.3;0.4;0.5;0.6;14.7;7.9
Bryn Forbes;SAS;26;6'2;25.1;0.8;1.6;0.5;0.7;1.6;43.9;2.4;6;39.1;0.2;0.3;77.8;11.2;0.2;1.8;1.7;0.9;0.5;0;2.8;0;4.5;18.5;6.4
Buddy Hield;SAC;27;6'4;30.8;2;3.8;0.526;1.1;2.9;39.8;3.7;9.7;42.35;0.3;0.3;91.7;19.2;0.8;3.8;3;2.3;0.9;0.2;5.3;0;5;26.3;10.4
CJ McCollum;POR;28;6'3;36.5;3.8;7.6;0.5;2.2;4.4;48.9;2.7;7.4;44.85;0.9;1.1;78.2;22.2;0.7;3.6;4.4;1.8;0.8;0.6;10.6;0;3.4;25.7;10.3
CJ Miles;WAS;33;6'6;16.1;0.7;1.9;0.368;0.1;0.5;20;1.2;3.7;26.05;0.5;0.8;62.5;6.4;0.4;0.8;1.2;0.4;1;0.4;1.6;0;2.9;16.9;4.8
Caleb Martin;CHA;24;6'5;17.6;0.9;2.1;0.429;0.1;0.5;22.2;1.2;2.2;54.15;0.6;0.7;83.3;6.2;0.6;1.6;1.3;0.8;0.7;0.4;2.6;0.2;1.7;15.2;7.7
Caleb Swanigan;POR;23;6'9;10.7;1;1.7;0.588;0;0.2;25;0;0.1;0;0;0;0;2.4;1;2.7;1.1;1.4;0.1;0.3;0.1;0.6;0.1;13.2;5.4
Cam Reddish;ATL;20;6'8;26.7;1.8;3.9;0.462;0.5;1.3;35.5;1.4;4.4;32.9;0.7;0.9;82;10.5;0.6;3.1;1.5;1.7;1.1;0.5;5;0;3.4;18.5;5.9
Cameron Johnson;PHX;24;6'8;22;0.9;1.7;0.529;0.2;0.6;38.9;1.9;4.9;39.3;0.1;0.1;66.7;8.8;0.9;2.4;1.2;0.6;0.6;0.4;1.3;0;4.5;15.1;8.2
Cameron Payne;PHX;25;6'1;22.9;1.8;3.5;0.514;0.5;1.5;33.3;1.9;3.6;40.75;0.3;0.3;100;10.9;0.5;3.4;3;1.4;1;0.3;5.3;0;3;18.2;10.9
Caris LeVert;BKN;25;6'6;29.6;4.7;9.8;0.48;0.5;1.6;31.5;1.8;4.9;42.925;1.5;2.1;70.2;18.7;1.1;3.1;4.4;2.6;1.2;0.2;15;0.6;1.7;28.4;11.1
Carmelo Anthony;POR;36;6'8;32.8;2.3;4.6;0.5;2;5;39.9;1.5;3.9;41.8;0.2;0.2;92.9;15.4;1.2;5.1;1.5;1.7;0.8;0.5;1.7;5.6;3.3;21.4;7.8
Carsen Edwards;BOS;22;5'11;9.5;0.2;0.9;0.222;0.3;0.6;50;0.6;2.4;23.4;0.1;0.2;66.7;3.3;0.2;1.1;0.6;0.4;0.3;0.1;1.3;0;1.1;17.1;5.2
Cedi Osman;CLE;25;6'7;29.4;2;3.8;0.526;0.2;0.6;35;1.9;4.8;39.925;0.2;0.4;66.7;11;0.6;3;2.4;1.4;0.8;0.2;5.3;0.2;3.8;16.2;6.5
Chandler Hutchison;CHI;24;6'7;18.8;2.4;4.7;0.511;0;0.3;14.3;0.4;1.4;31.4;0.8;1.5;56.1;7.8;0.6;3.2;0.9;1;1;0.3;5.6;0;1.3;18.3;8.6
Chandler Parsons;ATL;31;6'9;10.8;0.2;0.6;0.333;0;0.3;0;0.9;2.9;25;0;0;0;2.8;0.2;1.2;0.6;0.6;0.8;0.2;1;0;2.6;15;3.8
Charles Brown Jr.;ATL;23;6'6;4;0.3;1.2;0.25;0;0;0;0.3;1.3;21.45;0.2;0.2;100;2;0.2;0.2;0.2;0.3;0.2;0.2;0.8;0;0.8;23.1;7.8
Chasson Randle;GSW;27;6'2;13.5;0;0;0;0;0.7;0;0;0.7;0;0.7;0.7;100;1.7;0;0.7;1.7;0;0.7;0;1;0;0.7;8;3.4
Cheick Diallo;PHX;23;6'8;10.2;1.8;2.7;0.667;0.2;0.4;44.4;0;0.1;12.5;0.1;0.2;75;4.7;0.6;2.1;0.5;0.7;0.2;0.3;0.4;0.7;0;16.9;12.3
Chimezie Metu;SAS;23;6'9;5.8;1;1.5;0.667;0.4;0.8;46.2;0;0.1;0;0.2;0.2;100;3.2;0.7;1.2;0.6;0.6;0.2;0.3;0.3;0.4;0.1;21.8;15.7
Chris Boucher;TOR;27;6'9;13.2;1.6;2.9;0.552;0.1;0.2;40;0.6;1.9;27.4;0;0;100;6.6;1.7;2.7;0.4;0.5;0.4;1;0.5;0.3;1.8;18.5;12.8
Chris Chiozza;BKN;24;5'11;14.3;1;2.1;0.476;0.1;0.4;18.2;1;2.6;52.45;0.1;0.1;100;5.1;0.3;1.6;3;1.1;0.8;0.1;5.2;0;1.5;17.5;9.5
Chris Clemons;HOU;22;5'9;8.8;0.6;0.9;0.667;0.1;0.2;60;1.1;3.3;29.65;0.2;0.2;100;4.9;0.1;0.8;0.8;0.6;0.3;0.2;1.3;0;1.4;23.5;8.5
Chris Paul;OKC;35;6'1;31.5;2.3;4.2;0.548;2.2;4.2;54;1.5;4.2;33.725;0.4;0.5;93.9;17.6;0.4;4.6;6.7;2.3;1.6;0.2;12.8;0.5;0.7;22.8;15.3
Chris Silva;MIA;23;6'8;7.9;1.1;1.7;0.647;0.1;0.1;60;0;0.1;0;0.1;0.1;75;3;1.4;1.5;0.5;0.7;0.2;0.5;0.1;0.3;0;15.5;8.4
Christian Wood;DET;24;6'10;21.4;3.5;5.4;0.648;0.2;0.5;43.8;0.9;2.3;37.375;0.4;0.6;69.2;13.1;1.7;4.6;1;1.4;0.5;0.9;2.3;1.1;1.8;22.3;15.3
Clint Capela;ATL;26;6'10;32.8;6.2;9.8;0.633;0;0.1;25;0;0;0;0;0;0;13.9;4.3;9.5;1.2;1.6;0.8;1.8;0.2;0.6;0;15.6;14.3
Coby White;CHI;20;6'4;25.8;2.1;4.7;0.447;0.6;1.7;33.6;2;5.7;37.3;0.7;0.9;75.4;13.2;0.4;3.1;2.7;1.7;0.8;0.1;7;0;3.7;23.5;8.7
Cody Martin;CHA;24;6'5;18.8;1.4;2.4;0.583;0.1;0.4;25;0.5;1.8;22.5;0.4;0.5;70.8;5;0.8;2.5;2;0.9;0.8;0.2;3.6;0.1;1.3;13.1;7.6
Cody Zeller;CHA;27;7'0;23.1;4;6.9;0.58;0.1;0.1;60;0.3;1.3;44.575;0.5;0.7;69;11.1;2.8;4.3;1.5;1.3;0.7;0.4;2.9;0.9;1.2;20.1;11.4
Collin Sexton;CLE;21;6'1;33;5.4;10.3;0.524;1;2.5;40.7;1.4;3.8;44.525;1.6;1.8;92.2;20.8;0.9;2.2;3;2.4;1;0.1;13.9;0.1;2.2;26.4;9.5
Corey Brewer;SAC;34;6'9;6.5;0.4;0.6;0.667;0;0;0;0;0.5;0;0;0;0;1;0.4;1.2;0.4;0.4;0.8;0;0.6;0;0.2;8.5;3.3
Cory Joseph;SAC;28;6'3;24.4;1.2;2.3;0.522;0.4;1.2;37.2;0.8;2.2;37.85;0.2;0.2;82.4;6.4;0.6;2;3.5;1.1;0.7;0.3;5.3;0.1;1.7;12.7;7
Courtney Lee;DAL;34;6'5;14.4;0.7;0.9;0.778;0.2;0.5;33.3;0.9;2.1;44.075;0.1;0.2;75;4.5;0.3;1;0.5;0.5;0.8;0.3;1.3;0;1.4;11.6;5.2
Cristiano Felicio;CHI;27;6'10;17.5;1.6;2.4;0.667;0;0.1;0;0;0.1;0;0;0.1;50;3.9;2.5;2.1;0.7;0.8;0.5;0.1;0.2;0.1;0.1;8.8;6.7
D'Angelo Russell;MIN;24;6'4;32.3;2.6;5.3;0.491;1.9;3.9;48.6;3.5;9.6;38.35;1.4;1.8;76.8;23.1;0.4;3.6;6.3;3.3;1.1;0.3;9;0.3;3.8;30.5;12.5
D.J. Augustin;ORL;32;5'11;24.9;1.5;3.3;0.455;0.5;1.2;36.6;1.3;3.4;33.7;0.7;0.8;90.9;10.5;0.4;1.8;4.6;1.5;0.6;0;9.3;0;1.6;18.4;10.2
D.J. Wilson;MIL;24;6'10;9.8;0.7;1.2;0.583;0.2;0.4;46.7;0.7;2.2;35.35;0;0.1;50;3.6;0.3;2.2;0.7;0.5;0.1;0.1;0.6;0.2;1.6;17.5;7.6
DaQuan Jeffries;SAC;22;6'5;10.9;1.1;1.6;0.688;0.1;0.3;33.3;0.6;1.9;23.325;0.1;0.2;50;3.8;0.2;1.2;0.5;0.2;0.3;0.1;0.8;0;1.4;12.9;5.6
Damian Jones;ATL;25;6'11;16.1;2.2;3;0.733;0;0.1;25;0;0.1;10;0;0;0;5.6;1.3;2.4;0.6;0.5;0.5;0.7;0.2;0.1;0.2;11.3;8
Damian Lillard;POR;29;6'2;37.5;4.4;8;0.55;1;2.2;44.5;4.1;10.3;41.825;2.3;2.6;86.6;30;0.5;3.8;8;2.9;1.1;0.3;15.2;0.1;2.2;29.4;16.8
Damion Lee;GSW;27;6'5;29;1.9;3.8;0.5;0.7;1.8;40.7;1.7;4.9;36.2;0.7;0.7;88.9;12.7;0.7;4.2;2.7;1.4;1;0.1;5.5;0.1;4.1;18.4;8.9
Damyean Dotson;NYK;26;6'5;17.4;0.6;1.2;0.5;0.6;1.4;44.8;1.3;3.5;33.7;0.2;0.2;100;6.7;0.2;1.7;1.2;0.4;0.5;0.1;1.9;0;2.3;15.8;7.9
Daniel Gafford;CHI;21;6'10;14.2;2.2;3.2;0.688;0;0;0;0;0;0;0;0;0;5.1;1.2;1.3;0.5;0.7;0.3;1.3;0.2;0.3;0;13.1;7.6
Daniel Theis;BOS;28;6'8;24.1;3;4.6;0.652;0.3;0.5;50;0.5;1.5;36.05;0;0.1;25;9.2;2.2;4.4;1.7;0.8;0.6;1.3;0.4;0.2;1.4;14.4;10.8
Danilo Gallinari;OKC;31;6'10;29.6;1.8;3.5;0.514;1.2;2.7;43.4;2.9;7.1;39.025;1.1;1.3;89.7;18.7;0.5;4.6;1.9;1.2;0.7;0.1;3.8;3.2;5.5;24.2;13
Danny Green;LAL;33;6'6;24.8;1;1.6;0.625;0.2;0.6;32.5;1.8;4.8;37.3;0.2;0.2;78.6;8;0.8;2.6;1.3;0.9;1.3;0.5;1.6;0;4;13.5;6.5
Dante Exum;CLE;24;6'5;13.9;1.1;2.1;0.524;0.1;0.1;100;0.4;1.3;31.95;0.6;0.7;76.9;4.5;0.3;1.6;1.1;0.9;0.4;0.2;3.7;0;0.9;14.5;7.5
Danuel House Jr.;HOU;27;6'6;30.4;1.5;2.7;0.556;0.1;0.3;31.3;2;5.6;36.575;0.2;0.3;72.2;10.5;0.9;3.3;1.3;0.9;1.1;0.5;2.8;0;4.7;13.5;7
Dario Saric;PHX;26;6'10;24.7;2.3;3.8;0.605;0.4;0.8;47.1;1.3;3.6;30.65;0.2;0.2;75;10.7;1.5;4.6;1.9;1.3;0.6;0.2;2;1.5;3.4;17.4;9.9
Darius Bazley;OKC;20;6'8;18.5;1.1;2.5;0.44;0.1;0.4;31.8;0.8;2.4;35.85;0.3;0.5;65.5;5.6;0.5;3.5;0.7;0.7;0.4;0.7;2.8;0;2;14.6;8.7
Darius Garland;CLE;20;6'1;30.9;2;4.6;0.435;1;2.3;42.6;1.8;5;37.75;0.5;0.6;85.3;12.3;0.5;1.4;3.9;2.6;0.7;0.1;11;0.1;2.6;20.1;5.7
