PLAYER;TEAM;AGE;HEIGHT;MINUTES;PAINT_FGM;PAINT_FGA;PAINT_FG%;MR_FGM;MR_FGA;MR_FG%;3_FGM;3_FGA;3_FG%;FTM;FTA;FT%;PPG;OREB;DREB;AST;TOV;STL;BLK;DRIVES;POSTUPS;CATCH_SHOOT;USG%;PIE
Daryl Macon;MIA;24;6'2;3.5;0;0;0;0;0.5;0;0.5;0.8;25;0;0;0;0.8;0;0;0.3;0.5;0;0;0.3;0;0.5;16.7;-2.8
David Nwaba;HOU;27;6'5;13.4;1.3;2.1;0.619;0;0.1;0;0.7;1.5;44.375;0.1;0.1;50;5.2;0.4;1.9;0.4;0.4;0.6;0.6;1.3;0.1;1.4;13.9;9.8
Davis Bertans;WAS;27;6'10;29.3;1;1.9;0.526;0.2;0.7;36.1;3.7;8.8;48.3;0;0;0;15.4;0.6;3.9;1.7;1.1;0.7;0.6;1.9;0.1;7.4;18.3;9.4
De'Aaron Fox;SAC;22;6'3;32;5.8;10.5;0.552;0.8;1.8;44.1;1.1;3.6;25.9;2.7;3.7;72;21.1;0.7;3.2;6.8;3.1;1.5;0.5;18.3;0.1;1.5;29;12.4
De'Andre Hunter;ATL;22;6'7;32;2;4.4;0.455;0.7;1.6;44.7;1.7;4.9;35.675;0.8;1.1;75.7;12.3;0.7;3.8;1.8;1.6;0.7;0.3;6.2;0.3;4.1;17.3;5.8
De'Anthony Melton;MEM;22;6'2;19.5;1.7;3.3;0.515;0.3;1;28.3;0.7;2.4;32.95;0.4;0.5;76.7;7.6;0.7;3;2.9;1.4;1.3;0.3;4.6;0.1;1.6;18.5;9.3
DeAndre Jordan;BKN;31;6'11;22;3.4;5.1;0.667;0;0.1;33.3;0;0;0;0;0;0;8.3;2.5;7.5;1.9;1.3;0.3;0.9;0.1;0.3;0;13.6;16.8
DeAndre' Bembry;ATL;25;6'5;21.3;2;3.7;0.541;0;0.1;16.7;0.4;1.5;23.875;0.2;0.3;58.3;5.8;0.8;2.7;1.9;1.4;1.3;0.4;4.5;0;1.3;13.7;6.9
DeMar DeRozan;SAS;30;6'6;34.1;5.6;9.5;0.589;2.5;5.4;45.9;0.2;0.4;21.95;2.9;3.3;86.5;22.1;0.6;4.9;5.6;2.4;1;0.3;19.8;1.6;0.4;26.2;14
DeMarre Carroll;HOU;33;6'6;12.1;0.7;1.3;0.538;0;0.1;33.3;0.5;1.6;29.75;0.6;0.9;63.6;3.6;0.5;1.8;1;0.7;0.3;0.2;1.8;0;1.1;14.8;5.9
Dean Wade;CLE;23;6'9;6;0.6;0.8;0.75;0;0;0;0.2;0.4;37.5;0;0;0;1.7;0.3;1.3;0.2;0.3;0.2;0.3;0.2;0;0.3;9.1;8.9
Deandre Ayton;PHX;21;6'11;32.5;6.7;11;0.609;1.3;3.7;36.7;0.1;0.3;34.1;0.1;0.2;83.3;18.2;3.9;7.6;1.9;2.1;0.7;1.5;0.5;6.2;0.3;23.1;13.7
Dejounte Murray;SAS;23;6'4;25.6;2.5;5.1;0.49;1.3;2.9;46.3;0.6;1.6;37.725;0.6;0.7;75;10.9;1;4.8;4.1;1.9;1.7;0.3;8.7;0.1;1.4;20.7;11.1
Delon Wright;DAL;28;6'5;21.5;1.9;3.7;0.514;0.1;0.2;31.3;0.7;1.7;43.625;0.4;0.6;69.6;6.9;1;2.9;3.3;1;1.2;0.3;7;0;1.2;14;10.6
Dennis Schroder;OKC;26;6'1;30.8;3.2;6.1;0.525;1.8;3.7;48.1;1.9;5;44.2;1.2;1.5;83.3;18.9;0.3;3.3;4;2.6;0.7;0.2;11.7;0;3.6;26.2;12.2
Dennis Smith Jr.;NYK;22;6'2;15.8;1.4;3.1;0.452;0.3;1.5;18;0.5;1.6;31.95;0.4;0.8;48.1;5.5;0.6;1.7;2.9;1.7;0.8;0.2;6.8;0.1;0.5;22.3;4.9
Denzel Valentine;CHI;26;6'4;13.6;1.1;2;0.55;0.4;0.9;51.7;1.3;3.9;38.375;0.1;0.1;75;6.8;0.3;1.8;1.2;0.7;0.7;0.2;2.7;0;2.3;22.9;9.4
Deonte Burton;OKC;26;6'4;9.1;0.8;1.7;0.471;0.1;0.3;20;0.2;1.5;18.875;0.1;0.1;50;2.7;0.2;1.3;0.4;0.5;0.2;0.3;1.7;0;1.2;17.3;3.5
Derrick Favors;NOP;28;6'9;24.4;3.9;5.9;0.661;0.2;0.5;35.7;0;0.1;6.25;0;0;0;9;3.2;6.6;1.6;1.1;0.6;0.9;0.2;1;0.1;13.5;12.9
Derrick Jones Jr.;MIA;23;6'6;23.3;2.5;3.6;0.694;0;0.1;28.6;0.6;2.2;30.175;0.2;0.2;64.3;8.5;1.1;2.8;1.1;0.5;1;0.6;1.3;0;2;13.5;8.7
Derrick Rose;DET;31;6'2;26;5.2;9.2;0.565;1.3;2.9;44.9;0.9;2.9;37.15;1.1;1.3;85.5;18.1;0.5;1.9;5.6;2.5;0.8;0.3;17.6;0;0.9;30.3;14
Derrick Walton Jr.;DET;25;6'0;9.6;0.1;0.1;1;0.2;0.5;45.5;0.5;1.1;38.325;0;0;0;2;0.1;0.5;1;0.2;0.3;0;0.6;0;0.9;7.9;5.8
Derrick White;SAS;25;6'4;24.7;2.2;4;0.55;0.3;0.9;34.4;1.2;3.1;38.825;1.1;1.2;91;11.3;0.5;2.8;3.5;1.3;0.6;0.9;7.9;0;2.1;18.3;10.2
Devin Booker;PHX;23;6'5;35.9;4.8;7.9;0.608;2.2;4.7;46.1;2.1;5.6;35.8;1.7;1.9;90;26.6;0.4;3.8;6.5;3.8;0.7;0.3;14.3;1.8;2.3;29.4;13.8
Devon Hall;OKC;24;6'5;7.3;0.2;1.4;0.143;0;0.1;0;0.4;1.7;14.3;0.1;0.2;50;1.8;0.2;0.5;1.2;0.5;0.4;0.1;1.9;0;0.9;18.2;1.5
Devontae Cacok;LAL;23;6'8;8.9;3;6;0.5;0;0;0;0;0;0;0;0;0;6;2;3;1;0;0;0;0;1;0;22.2;14.7
Devonte' Graham;CHA;25;6'1;35.1;1.8;4.3;0.419;0.6;1.7;35.2;3.5;9.3;39.675;1.2;1.4;85.7;18.2;0.7;2.7;7.5;2.9;1;0.2;10.6;0;3.3;24.3;10.9
Dewan Hernandez;TOR;23;6'10;4.7;0.7;2;0.35;0;0;0;0.2;0.4;25;0;0;0;2.3;0.8;1.5;0.5;0.5;0.2;0;0.7;0.2;0.3;25.7;7.3
Dewayne Dedmon;ATL;30;7'0;17.6;1.7;2.9;0.586;0.2;0.4;42.1;0.5;2.5;19.225;0;0;0;5.8;1.4;4.3;0.5;1.3;0.6;0.9;0.2;0.6;2.3;17.9;6.5
Dillon Brooks;MEM;24;6'7;28.9;2.8;6.1;0.459;1.2;2.9;40.5;2;5.6;35.3;0.8;1;84.3;16.2;0.9;2.4;2.1;1.7;0.9;0.4;7;0.2;3.9;24.7;6.2
Dion Waiters;LAL;28;6'3;20.7;2;3.7;0.541;0.6;1.5;40;1.5;4.7;32.45;0.3;0.4;75;11.1;0.2;2.2;2;1.6;0.4;0.6;6.2;0;2.8;24.3;7.9
Domantas Sabonis;IND;24;6'11;34.8;6.1;10.3;0.592;1;2.2;44.6;0.3;1.1;25.6;0.2;0.3;77.8;18.5;3;9.4;5;2.7;0.8;0.5;2.4;6.1;1;22.9;15.6
Donovan Mitchell;UTA;23;6'1;34.3;4.6;9.1;0.505;1.6;3.5;46;2.5;6.8;37.75;1.8;2.1;86.6;24;0.8;3.6;4.3;2.7;1;0.2;15.6;0;2.7;30.3;12.5
Donta Hall;BKN;22;6'9;14.8;1.6;2.3;0.696;0;0.1;0;0;0;0;0;0;0;4.3;1.6;2.7;0.4;0.6;0.3;0.7;0.1;0.4;0;10.9;7.1
Donte DiVincenzo;MIL;23;6'4;23;2;3.4;0.588;0.3;0.6;48.7;1.3;3.7;30.25;0.3;0.4;79.2;9.2;1;3.8;2.3;1.4;1.3;0.3;3.4;0;2.7;16.8;10.2
Dorian Finney-Smith;DAL;27;6'7;29.9;1.7;2.9;0.586;0.1;0.2;30.8;1.7;4.3;37.65;0.2;0.3;58.3;9.5;2;3.7;1.6;1;0.6;0.5;3;0.1;3.8;12.8;7.2
Doug McDermott;IND;28;6'7;19.9;1.7;2.7;0.63;0.2;0.9;27.9;1.9;4.4;43.2;0.1;0.1;83.3;10.3;0.4;2.1;1.1;0.6;0.2;0.1;2.1;0;3.7;18.6;9.3
Dragan Bender;GSW;22;7'0;17.8;1.6;3;0.533;0;0;0;0.9;2.8;37.9;0.3;0.3;100;6.7;1;3.6;1.8;1.3;0.3;0.6;1.4;0.9;2.6;18;7.9
Draymond Green;GSW;30;6'6;28.4;1.8;3.4;0.529;0.3;1;28.6;0.8;3;28.375;0.6;0.8;76.5;8;0.5;5.7;6.2;2.3;1.4;0.8;3.7;2.8;2.7;15.6;10
Drew Eubanks;SAS;23;6'9;12.4;1.8;2.8;0.643;0.2;0.3;66.7;0.1;0.1;25;0;0;0;4.9;1.3;2.6;0.7;1;0.2;0.8;0.2;1;0;15;10.4
Duncan Robinson;MIA;26;6'7;29.7;0.7;0.9;0.778;0.1;0.2;26.7;3.7;8.3;46.375;0;0;100;13.5;0.1;3;1.4;1;0.5;0.3;1;0;6.8;15.7;8.2
Dusty Hannahs;MEM;26;6'3;6.7;1;2.5;0.4;0;0.5;0;1;1.5;33.35;1;1;100;6;0;0.5;0;0;0;0;3.5;0;1;28.6;8
Dwayne Bacon;CHA;24;6'6;17.6;1.5;3.8;0.395;0.2;0.7;25.9;0.5;1.9;32.35;0.5;0.8;60;5.7;0.4;2.2;1.3;0.9;0.6;0.1;4.9;0.2;1.2;18.9;4.9
Dwight Howard;LAL;34;6'10;18.9;2.9;3.9;0.744;0;0;66.7;0;0;58.35;0;0;100;7.5;2.5;4.9;0.7;1.2;0.4;1.1;0.1;0.8;0.1;14.6;11.4
Dwight Powell;DAL;28;6'10;26.5;3.5;4.6;0.761;0;0.1;0;0.3;1;26.825;0.4;0.4;93.8;9.4;1.9;3.8;1.5;0.9;0.9;0.6;1.7;0.1;0.9;12.6;9.4
Dzanan Musa;BKN;21;6'9;12.2;1.2;2.5;0.48;0;0;0;0.5;2.1;20.425;0.3;0.5;65;4.8;0.5;1.6;1.1;0.9;0.4;0;3.1;0;1.5;19.3;7.4
E'Twaun Moore;NOP;31;6'3;18.2;1.8;3.8;0.474;0.4;1.1;33.9;1.2;3.1;38.2;0.1;0.2;60;8.3;0.6;1.8;1.4;0.7;0.6;0.2;4.2;0;2.3;19.6;7.4
Ed Davis;UTA;31;6'9;10.8;0.8;1.6;0.5;0;0;100;0;0;0;0;0;0;1.8;1.3;2.5;0.4;0.5;0.4;0.3;0;0.1;0;9.2;5.9
Edmond Sumner;IND;24;6'4;14.4;1.5;2.7;0.556;0.1;0.2;33.3;0.5;1.8;36.8;0.2;0.3;62.5;4.9;0.4;1.1;1.8;0.7;0.5;0.3;3.9;0;1.5;16.7;5.8
Elfrid Payton;NYK;26;6'3;27.7;3.6;7.2;0.5;0.4;1;38.3;0.3;1.6;18.875;0.8;1.3;57.6;10;1.2;3.6;7.2;2.1;1.6;0.4;12.8;0.1;1;19;11.1
Elie Okobo;PHX;22;6'3;13.1;0.8;1.7;0.471;0.1;0.3;27.8;0.4;1.3;34.75;0.3;0.5;53.6;4;0.3;1.3;2.1;0.7;0.4;0.1;3.9;0;0.8;14.7;7.9
Emmanuel Mudiay;UTA;24;6'3;15.7;1.8;3.4;0.529;0.5;1;47.2;0.6;1.6;34.175;0.8;1.1;77.6;7.3;0.3;2;2.1;1.4;0.4;0.2;8.3;0.2;1;21.8;9.5
Enes Kanter;BOS;28;6'10;17;3.3;5.6;0.589;0.1;0.3;38.9;0;0.1;8.35;0;0;0;8.1;2.8;4.6;1;1;0.4;0.7;0.1;2.7;0.1;18.6;15.3
Eric Bledsoe;MIL;30;6'1;27;3.8;6.7;0.567;0.5;1.4;38.6;1.2;3.5;30.65;1.3;1.6;78.6;14.9;0.7;3.9;5.4;2.4;0.9;0.4;11.8;0.3;1.4;23.3;12.5
Eric Gordon;HOU;31;6'3;28.2;2.1;4.2;0.5;0;0.3;10;2.6;8.4;25.425;1.1;1.3;84.8;14.4;0.3;1.7;1.5;1.2;0.6;0.4;6.5;0.3;5.9;21.5;5.6
Eric Mika;SAC;25;6'10;19;2;3;0.667;0;0;0;0;0;0;0;0;0;6;2;5;0;0;0;0;0;0;0;8.9;7.7
Eric Paschall;GSW;23;6'6;27.6;3.8;6.4;0.594;0.9;2.1;43;0.7;2.2;29.2;1;1.2;78.4;14;1.4;3.2;2.1;1.6;0.5;0.2;5.7;2.9;1.9;20.7;9.6
Ersan Ilyasova;MIL;33;6'9;15.7;1.3;2.4;0.542;0.2;0.4;54.2;0.8;2.2;36.25;0;0.1;75;6.6;1;3.8;0.8;0.5;0.4;0.3;0.5;0.3;1.7;15.8;10.5
Evan Fournier;ORL;27;6'7;31.4;2.9;5.3;0.547;1;2.2;45.3;2.7;6.6;41.975;1;1.2;87.2;18.5;0.3;2.3;3.2;1.9;1.1;0.2;8.7;0.1;3.7;23.7;9.7
Evan Turner;MIN;31;6'6;13.2;0.9;2.2;0.409;0.4;1.1;40;0;0.3;0;0.2;0.2;75;3.3;0.4;1.6;2;1.4;0.5;0.4;3.4;0.6;0.3;15.4;6.2
Frank Jackson;NOP;22;6'3;13.5;1.2;2.4;0.5;0.3;0.8;41.3;0.9;2.6;33.9;0.3;0.5;67.9;6.3;0.4;1;1;0.8;0.3;0.1;2.8;0;1.7;20.3;5.5
Frank Kaminsky;PHX;27;7'0;19.9;2.3;4.2;0.548;0.2;0.6;31.8;1.1;3.2;37.225;0.5;0.7;73.1;9.7;0.9;3.6;1.9;0.9;0.4;0.3;1.8;1.3;2.8;20.4;9.9
Frank Mason;MIL;26;5'11;13.1;1.8;3.2;0.563;0.3;0.6;60;0.8;2.9;23.975;0.6;0.9;62.5;6.9;0.6;1.6;3.2;1.2;0.6;0.1;6.3;0;1.2;22.8;12.3
Frank Ntilikina;NYK;21;6'4;20.8;1;1.9;0.526;0.6;1.6;40.2;0.7;2.4;38.875;0.3;0.4;95;6.3;0.4;1.7;3;1.2;0.9;0.3;4.5;0;1.8;15.2;6.3
Fred VanVleet;TOR;26;6'1;35.7;2.9;6.3;0.46;0.4;1.1;31.1;2.7;6.9;40.625;0.9;1.2;76.6;17.6;0.3;3.4;6.6;2.2;1.9;0.3;14.3;0;3.9;21.8;11.6
Furkan Korkmaz;PHI;22;6'7;21.7;1.1;2.1;0.524;0.3;0.8;37.7;2;4.9;43.625;0.2;0.2;64.7;9.8;0.3;2.1;1.1;0.8;0.6;0.2;2.2;0;3.8;17.7;7.8
Gabe Vincent;MIA;24;6'3;9.2;0.2;1.1;0.182;0;0.3;0;0.9;3.7;35.4;0;0;0;2.4;0;0.6;0.7;0.1;0.6;0;0.9;0;2.3;19.6;0.7
Garrett Temple;BKN;34;6'5;27.9;1.2;2.4;0.5;0.3;0.8;34;2.1;6.3;33.8;0.2;0.2;83.3;10.3;0.5;3;2.5;1;0.8;0.5;2.9;0.1;4.3;16.2;7.8
Garrison Mathews;WAS;23;6'5;12.6;0.2;0.3;0.667;0.2;0.4;50;1.2;2.7;45.9;0.1;0.1;100;5.4;0.3;1;0.6;0.4;0.4;0.1;0.6;0;2.2;13.7;7.8
Gary Clark;ORL;25;6'6;13.5;0.3;0.5;0.6;0;0.1;33.3;1;2.9;36.75;0;0;0;3.7;0.9;1.7;0.4;0.2;0.1;0.5;0.4;0;2.5;10.5;6.5
Gary Harris;DEN;25;6'4;31.8;2.2;4.5;0.489;0.4;1;43.9;1.3;3.7;37.425;0.6;0.8;77.3;10.4;0.5;2.4;2.1;1.1;1.4;0.3;5.5;0;2.6;15;6.2
Gary Payton II;WAS;27;6'3;14.9;1.2;2.5;0.48;0;0.2;20;0.5;1.9;27.1;0.1;0.1;100;3.9;0.9;1.9;1.7;0.7;1.1;0.2;2.1;0.1;1.5;12.9;6.9
Gary Trent Jr.;POR;21;6'5;21.8;0.8;1.5;0.533;0.6;1.3;43.8;2;4.7;41.925;0.2;0.2;83.3;8.9;0.4;1.2;1;0.3;0.8;0.3;1.3;0.1;2.9;15;6.9
George Hill;MIL;34;6'3;21.5;1.7;2.9;0.586;0.2;0.5;37.5;1.4;2.9;47.35;0.4;0.5;89.3;9.4;0.8;2.2;3.1;1;0.8;0.1;4.2;0.1;1.6;15.2;11.7
Georges Niang;UTA;27;6'7;14;0.7;1.3;0.538;0.1;0.2;38.5;1.4;3.7;40.3;0.1;0.2;90;5.9;0.2;1.7;0.7;0.5;0.3;0.1;1.5;0.1;3;16.3;8
Giannis Antetokounmpo;MIL;25;6'11;30.4;8.8;13.1;0.672;0.7;1.8;38.8;1.4;4.6;30.475;1.6;2.7;58.8;29.5;2.2;11.4;5.6;3.7;1;1;10.5;4.4;1;36.3;23.9
Glenn Robinson III;PHI;26;6'6;28.8;2.4;4.1;0.585;1;2.2;46;1.2;3.2;39.55;0.4;0.5;80;11.7;1.3;3;1.5;0.9;0.9;0.3;2.9;0.1;2.8;16;8.4
Goga Bitadze;IND;20;6'11;8.7;0.9;1.4;0.643;0.3;0.7;44.4;0.2;0.9;33.35;0;0;0;3.2;0.5;1.5;0.4;0.5;0.2;0.7;0.1;0.3;0.8;17;7.2
Goran Dragic;MIA;34;6'3;28.2;2.6;4.8;0.542;0.7;1.7;42;2;5.8;38.5;0.7;0.9;80.8;16.2;0.5;2.7;5.1;2.4;0.7;0.2;10.8;0.3;3.2;24.8;11.4
Gordon Hayward;BOS;30;6'7;33.5;3.7;6.4;0.578;1.4;2.8;49.3;1.7;4.3;39.275;0.9;1.2;80;17.5;1.1;5.6;4.1;1.8;0.7;0.4;9.7;0.3;2.9;20.6;13.2
Gorgui Dieng;MEM;30;6'10;17.4;1.5;2.5;0.6;0.3;0.9;37.9;1;2.6;38.175;0.1;0.2;80;7.4;1.4;4.2;1.2;1;0.8;0.9;1.1;0.9;2.3;17.5;13.1
Grant Williams;BOS;21;6'6;15.1;0.9;1.4;0.643;0.1;0.2;23.5;0.5;1.5;25.275;0.1;0.1;87.5;3.4;0.9;1.7;1;0.7;0.4;0.5;0.4;0.4;1.2;11.2;3.8
Grayson Allen;MEM;24;6'4;18.9;1.4;2.4;0.583;0.2;0.4;50;1.6;3.8;40.625;0.6;0.6;95.8;8.7;0.2;2;1.4;0.9;0.3;0.1;4.3;0;3;17.1;8.3
Hamidou Diallo;OKC;21;6'5;19.5;2.3;4.7;0.489;0.2;0.6;38.5;0.4;1.4;26.1;0.3;0.5;59.1;6.9;1;2.7;0.8;1.1;0.8;0.2;2.8;0.1;1.1;17.3;6.1
Harrison Barnes;SAC;28;6'8;34.5;3.4;6.4;0.531;0.2;0.9;27.4;1.4;3.7;37.875;1;1.3;79.6;14.5;1.1;3.9;2.2;1.2;0.6;0.2;6.1;3.9;2.9;17.2;9
Harry Giles III;SAC;22;6'11;14.5;2.4;4;0.6;0.7;1.4;48.4;0;0;0;0;0;50;6.9;0.9;3.2;1.3;1;0.5;0.4;0.6;1;0;20.6;10.3
Hassan Whiteside;POR;31;7'0;30;5.9;9.2;0.641;0.5;1.2;42.2;0.1;0.1;28.55;0;0;50;15.5;3.9;9.7;1.2;1.8;0.4;2.9;0.5;2.7;0.1;19.2;15.9
Henry Ellenson;BKN;23;6'10;3;0.2;0.6;0.333;0;0;0;#VALEUR!;#VALEUR!;0;0;0;0;0.4;0.4;0.8;0.2;0;0;0;0;0;0.8;15.9;4.1
Ian Mahinmi;WAS;33;6'11;21.3;2.6;4.6;0.565;0.1;0.2;28.6;0.1;0.7;17.825;0.1;0.2;50;7.4;2.1;3.7;1.3;1.2;0.8;1.2;0.8;0.3;0.6;15.4;7.8
Ignas Brazdeikis;NYK;21;6'6;5.9;0.6;1.2;0.5;0;0.4;0;0.1;1.2;6.25;0.3;0.4;75;1.9;0.2;0.3;0.4;0.2;0;0.1;1.7;0.1;0.9;21.8;1.8
Iman Shumpert;BKN;30;6'5;18.5;0.7;1;0.7;0.3;1.3;23.5;0.7;2.5;29.15;0.2;0.2;100;4.2;0.7;1.9;0.9;0.8;0.9;0.2;0.9;0;1.8;13.4;3.9
Isaac Bonga;WAS;20;6'8;18.9;1.4;2.3;0.609;0;0.2;30;0.4;1.2;37.625;0.3;0.4;69;5;1.1;2.3;1.2;0.9;0.7;0.3;2.5;0;1;10.6;6.2
Isaiah Hartenstein;HOU;22;7'0;11.6;2;2.8;0.714;0.1;0.1;50;0;0.3;0;0.1;0.1;100;4.7;1.3;2.7;0.8;0.7;0.4;0.5;0.2;0.3;0.2;14.4;11.8
Isaiah Roby;OKC;22;6'8;3.8;0;0.3;0;0;0;0;#VALEUR!;#VALEUR!;0;0;0;0;0;0;0.7;0;0.3;0;0;0.7;0;0;7.1;-2
Isaiah Thomas;WAS;31;5'9;23.1;1.3;3.4;0.382;1.1;2.5;43.6;2;4.8;38.4;0.4;0.6;68.2;12.2;0.3;1.4;3.7;1.9;0.3;0.2;6.8;0;2.7;23.6;7
Ish Smith;WAS;31;6'0;26.3;2.5;4.8;0.521;1.2;2.9;40.5;0.9;2.5;35.825;0.3;0.4;64.3;10.9;0.4;2.8;4.9;1.4;0.9;0.4;10.7;0;1.6;18.6;10
Ivica Zubac;LAC;23;7'0;18.4;3;4.9;0.612;0.2;0.4;59.3;0;0;0;0;0;0;8.3;2.7;4.8;1.1;0.8;0.2;0.9;0.1;0.7;0;16.3;14.3
J.J. Barea;DAL;36;5'10;15.5;1.4;3.2;0.438;0.3;1;33.3;1.1;2.9;54.125;0.4;0.4;91.7;7.7;0.3;1.5;3.9;1.3;0.2;0.1;6.1;0;0.8;24.5;10.5
J.P. Macura;CLE;25;6'4;0.6;0;0;0;0;0;0;#VALEUR!;#VALEUR!;#DIV/0!;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
JJ Redick;NOP;36;6'3;26.3;0.7;1.6;0.438;1.1;2.4;44.8;3;6.7;46.625;0.3;0.3;75;15.3;0.2;2.4;2;1.3;0.3;0.2;2.7;0;4.2;19.7;9.8
JR Smith;LAL;34;6'6;13.2;0.9;1.4;0.643;0.2;0.5;33.3;0.2;1.8;6.25;0;0;0;2.8;0;0.8;0.5;0.7;0.2;0;1.7;0;1.3;14.4;0.6
Ja Morant;MEM;20;6'3;31;5.4;10.2;0.529;0.4;1.1;38.7;1;2.5;40.25;2;2.6;79.5;17.8;0.8;3.1;7.3;3.3;0.9;0.3;19.4;0;1;25.6;13
JaKarr Sampson;IND;27;6'7;13.8;1.8;2.6;0.692;0.2;0.5;33.3;0;0.5;22.9;0.2;0.2;100;4.6;0.6;2;0.6;0.4;0.5;0.4;1.1;0.2;0.4;12.6;7.5
JaMychal Green;LAC;30;6'8;20.7;0.9;1.7;0.529;0.1;0.2;41.7;1.5;3.8;39.4;0.1;0.1;83.3;6.8;1.2;4.9;0.8;0.9;0.5;0.4;0.5;0.4;3.6;13.2;8.3
JaVale McGee;LAL;32;7'0;16.6;2.7;4.3;0.628;0.1;0.1;50;0;0.1;30;0.1;0.1;62.5;6.6;1.8;3.9;0.5;0.8;0.5;1.4;0.4;0.9;0;14.5;11.3
Jabari Parker;SAC;25;6'8;24.2;4.6;7.1;0.648;0.3;1.1;27.5;0.9;3.2;28.775;0.5;0.7;76.9;14;1.6;4;1.8;1.7;1.2;0.4;3.5;1.2;2.6;23.3;11.3
